incident_id,entity_name,State,third_party_involved,individuals_affected,breach_date,breach_type,breach_location,date_reported,incident_summary,breach_start,breach_end,year,incident_status,incident_duration_days,critical_incident,severity,event_date
238,Green River District Health Department,KY,Integranetics,18871,2011-01-12,Hacking/IT Incident,Network Server,2014-01-23,Not provided,2011-01-12,,2011,Open,,0,Medium,2014-01-23
239,"Ortho Montana, PSC",MT,Unknown,37000,2011-01-08,"Theft, Loss",Laptop,2014-02-14,Not provided,2011-01-08,,2011,Open,,0,Medium,2014-02-14
240,Cancer Care Northwest P.S.,WA,Unknown,3100,2011-01-07,Theft,Paper,2014-06-30,"The covered entity (CE) accidentally mailed the protected health information (PHI) of approximately 3,100 individuals to other individuals when a mail-merge process mismatched names and addresses.  The PHI involved in the breach included names and indicated that the individuals were patients of the CE.  Following the breach, the CE implemented additional safeguards, as well as policies and procedures to ensure mailing list accuracy.  As a result of this incident, OCR required the CE to train its workforce members on its newly developed policies and procedures.  Additionally, OCR provided technical assistance regarding substitute breach notification methods, including a conspicuous posting on the CE's website.",2011-01-07,,2011,Open,,0,Medium,2014-06-30
241,Saint Louis University,MO,Unknown,800,2010-12-11,Hacking/IT Incident,Desktop Computer,2014-01-23,Not provided,2010-12-11,,2010,Open,,0,Medium,2014-01-23
242,New York City Health & Hospitals Corporation's North Bronx Healthcare Network,NY,GRM Information Management Services,1700000,2010-12-23,Theft,"Other, Electronic Medical Record",2014-05-28,"Unencrypted clinical system backup tapes that contained the electronic protected health information (ePHI) of 1,700,000 individuals were stolen from the unlocked vehicle of an employee of the covered entity's (CE) business associate (BA).  The ePHI included names, medical record numbers, social security numbers, addresses, telephone numbers, health plan numbers, dates of birth, dates of admission, dates of treatment, dates of discharge, dates of death, mother's name, next of kin, clinical information related to diagnosis, treatment, prognosis, laboratory tests and results, and medications.  Upon discovery of the breach, the CE filed a police report to recover the stolen items and provided breach notification to HHS, the media, and affected individuals.  As a result of OCR's investigation, the CE terminated its BA agreement and installed encryption software on backup media.  The breach incident involved a BA and occurred prior to the September 23, 2013, compliance date.  OCR verified that the CE had a proper BA agreement in place that restricted the BA's use and disclosure of PHI and required the BA to safeguard all PHI.",2010-12-23,,2010,Open,,1,High,2014-05-28
243,Long Beach Memorial Medical Center,CA,Unknown,2250,2010-12-10,Unauthorized Access/Disclosure,Other,2014-01-23,Not provided,2010-12-10,,2010,Open,,0,Medium,2014-01-23
244,Walgreen Co.,IL,Business Express,2700,2011-01-26,Theft,"Other Portable Electronic Device, Other",2014-06-10,Not provided,2011-01-26,,2011,Open,,0,Medium,2014-06-10
245,"Charleston Area Medical Center, Inc",WV,Xforia Web Services,3655,2011-02-08,Unauthorized Access/Disclosure,Network Server,2014-01-23,Not provided,2011-02-08,,2011,Open,,0,Medium,2014-01-23
246,Mountain Vista Medical Center,AZ,Unknown,2291,2010-10-13,Loss,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2010-10-13,,2010,Open,,0,Medium,2014-01-23
247,Departamento de Salud de Puerto Rico,PR,Unknown,2621,2010-03-14,Unknown,Desktop Computer,2014-01-23,Not provided,2010-03-14,,2010,Open,,0,Medium,2014-01-23
248,Henry Ford Hospital,MI,Unknown,2777,2011-01-31,Loss,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2011-01-31,,2011,Open,,0,Medium,2014-01-23
249,"Central Brooklyn Medical Group, PC",NY,Unknown,500,2010-08-03,Theft,Paper,2014-06-20,"OCR opened an investigation of the covered entity (CE), Preferred Health Partners f/k/a Central Brooklyn Medical Group, after it reported appointment schedules, pathology reports and portions of medical records containing the protected health information (PHI) of 500 individuals were stolen from an office.  The PHI included names, ages, telephone numbers, social security numbers, medical insurance information, pathology reports, and other clinical information.  Upon discovery of the breach, the CE filed a police report and worked with law enforcement authorities to recover as much of the PHI as possible that was stolen.  As a result of OCR's investigation, the CE removed PHI such as social security or medical insurance numbers from tracking logs.  In addition, the CE improved safeguards by storing log binders in a locked area and shredding documents regularly.  Further, the CE replaced the manual process of printing certain records with an electronic verification system.  The CE also archived, stored off site, and locked up all paper records and retrained all staff on its HIPAA policies and procedures. ",2010-08-03,,2010,Open,,0,Medium,2014-06-20
250,TRICARE Management Activity,CO,Unknown,4500,2010-06-25,Unauthorized Access/Disclosure,Paper,2014-01-23,Not provided,2010-06-25,,2010,Open,,0,Medium,2014-01-23
251,Blue Cross and Blue Shield of Florida ,FL,Unknown,7366,2010-10-16,Unknown,Other,2014-01-23,Not provided,2010-10-16,,2010,Open,,0,Medium,2014-01-23
252,"University Health Services, University of Massachusetts, Amherst",MA,Unknown,942,2010-09-29,Unauthorized Access/Disclosure,Desktop Computer,2014-01-23,Not provided,2010-09-29,,2010,Open,,0,Medium,2014-01-23
253,"Omnicare, Inc",KY,Unknown,8845,2011-01-19,Theft,Laptop,2014-01-23,Not provided,2011-01-19,,2011,Open,,0,Medium,2014-01-23
254,"JEFFREY J. SMITH, MD",OK,Unknown,600,2010-11-24,Loss,"Desktop Computer, Other Portable Electronic Device, Other",2014-01-23,Not provided,2010-11-24,,2010,Open,,0,Medium,2014-01-23
255,University of Missouri Health Plan,MO,"Coventry Health Care, Inc.",765,2011-01-10,Unauthorized Access/Disclosure,Paper,2014-01-23,Not provided,2011-01-10,,2011,Open,,0,Medium,2014-01-23
256,Texas Health Arlington Memorial Hospital,TX,Unknown,654,2010-12-23,Unknown,Electronic Medical Record,2014-01-23,"The IT department turned on the switch to a BA HIE without notifying patients of the exchange or obtaining authorization.  The interface transmitted the PHI of 654 individuals. The PHI disclosed included patient names, addresses, dates of birth, social security numbers, other identifiers, diagnosis/conditions, medications, lab results, other treatment information and financial information. Following the breach, the CE revised the IT process, created a checklist that included notifying the affected departments and provided  additional training to IT and registration employees.  

",2010-12-23,,2010,Open,,0,Medium,2014-01-23
257,NYU School of Medicine Faculty Group Practice,NY,Unknown,670,2011-01-27,Theft,Desktop Computer,2014-06-19,"An unencrypted desktop computer that contained the electronic protected health information (ePHI) of 670 individuals was stolen from the covered entity (CE), NYU Langone Medical Center.  The ePHI included names, diagnoses, the results of diagnostic tests, and clinical information.  Upon discovery of the breach, the CE filed a police report and provided breach notification to HHS, the media, and affected individuals.  As a result of OCR's investigation, the CE directed staff to store ePHI on network servers and not on desktops.  In addition, the CE improved physical security by installing a locking device to secure the desktop computer and a latch guard on the office door.  The CE retrained all staff on its policies and procedures for HIPAA and HITECH compliance.",2011-01-27,,2011,Open,,0,Medium,2014-06-19
258,"Rape & Brooks Orthodontics, P.C.",AL,Unknown,20744,2011-02-03,Theft,"Desktop Computer, Network Server, Other Portable Electronic Device, Other",2014-01-23,Not provided,2011-02-03,,2011,Open,,0,Medium,2014-01-23
259,Clarksburg - Louis A. Johnson VA Medical Center,WV,Unknown,1470,2010-10-26,Unauthorized Access/Disclosure,Paper,2014-01-23,Not provided,2010-10-26,,2010,Open,,0,Medium,2014-01-23
260,County of Los Angeles,CA,Unknown,667,2011-02-23,Theft,Laptop,2014-01-23,Not provided,2011-02-23,,2011,Open,,0,Medium,2014-01-23
261,EISENHOWER MEDICAL CENTER,CA,Unknown,514330,2011-03-11,Theft,Desktop Computer,2014-01-23,Not provided,2011-03-11,,2011,Open,,1,High,2014-01-23
262,Catholic Social Services,AK,Trisha Elaine Cordova,1700,2011-02-01,Theft,Laptop,2014-06-30,"A personal laptop computer containing the electronic protected health information (ePHI) of 1,700 individuals and approximately 493 adoption home studies was stolen from a contractor's vehicle.  The ePHI involved included names, addresses, phone numbers, dates of birth, driver's license numbers, health information, and social security numbers.  At the time of the breach, the covered entity (CE) did not have a business associate (BA) contract with the contractor.  Following OCR's investigation, the CE developed policies and procedures for obtaining BA contracts as required by the Privacy Rule and verified that the contractor no longer had a business relationship with the CE.  OCR obtained assurances that breach notification was provided to the affected individuals, HHS, and the media.",2011-02-01,,2011,Open,,0,Medium,2014-06-30
263,"Park Avenue Obstetrics & Gynecology, PC",AZ,Unknown,635,2011-03-25,Theft,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2011-03-25,,2011,Open,,0,Medium,2014-01-23
264,"Brian J Daniels D.D.S.,Paul R Daniels D.D.S.",AZ,Unknown,10000,2011-03-01,Theft,"Other Portable Electronic Device, Other",2014-01-23,Not provided,2011-03-01,,2011,Open,,0,Medium,2014-01-23
265,MidState Medical Center,CT,Hartford Hospital,93500,2011-02-14,Loss,Other,2014-01-23,Not provided,2011-02-14,,2011,Open,,0,Medium,2014-01-23
266,"Patient Care Services at Saint Francis, Inc.",OK,Unknown,84000,2011-01-13,Theft,Network Server,2014-03-13,Not provided,2011-01-13,,2011,Open,,0,Medium,2014-03-13
267,Union Security Insurance Company,MO,Unknown,935,2011-02-18,Unauthorized Access/Disclosure,Other,2014-01-23,Not provided,2011-02-18,,2011,Open,,0,Medium,2014-01-23
268,Oklaholma State Dept. of Health,OK,Unknown,132940,2011-04-06,Theft,"Laptop, Paper",2014-04-23,Not provided,2011-04-06,,2011,Open,,1,High,2014-04-23
269,Aiken Community Based Outpatient Clinic,SC,Unknown,2717,2011-02-16,Improper Disposal,Paper,2014-01-23,Not provided,2011-02-16,,2011,Open,,0,Medium,2014-01-23
270,"Health Net, Inc.",CA,IBM,1900000,2011-01-21,Unknown,Other,2014-01-23,Not provided,2011-01-21,,2011,Open,,1,High,2014-01-23
271,SW General Inc,AZ,Unknown,566,2004-05-01,Theft,Paper,2014-01-23,Not provided,2004-05-01,,2004,Open,,0,Medium,2014-01-23
272,Fairview Health Services,MN,Unknown,1215,2011-02-19,Loss,Paper,2014-01-23,Not provided,2011-02-19,,2011,Open,,0,Medium,2014-01-23
273,Time Insurance Company,WI,"Healthcare Solutions Team, LLC",675,2011-02-01,Unauthorized Access/Disclosure,Other,2014-04-23,Not provided,2011-02-01,,2011,Open,,0,Medium,2014-04-23
274,Community Action partnership of Natrona County,WY,Unknown,15000,2011-02-23,Hacking/IT Incident,Desktop Computer,2014-01-23,Not provided,2011-02-23,,2011,Open,,0,Medium,2014-01-23
275,"Keith & Fisher, DDS, PA",NC,Unknown,6000,2011-02-16,Hacking/IT Incident,Network Server,2014-01-23,Not provided,2011-02-16,,2011,Open,,0,Medium,2014-01-23
